,name,host_id,host_name,borough,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,host_total_listings,availability_365,availability_flag,likely_daily_earnings,review_month,review_day,price_bin,estimated_revenue
16359,Room in charming new apartment,16878736,Gabriela,Brooklyn,Bedford-Stuyvesant,40.67989,-73.94298,Private room,55,2,16,2019-01-01,0.52,1,311,High (>180),0.9533333333333333,January,Tuesday,$50-100,686.4000000000001
16360,Beautiful Brownstone in Boerum Hill,5450219,Thomas,Brooklyn,Boerum Hill,40.68501,-73.98581,Entire home/apt,255,3,16,2019-06-09,0.52,1,33,Low (<=180),4.42,June,Sunday,$200-300,4773.6
16361,"NYMT21-6 LUXURY! 1 bedroom,Cozy,Gym,doorman Ap-2",39890192,Laura,Manhattan,Hell's Kitchen,40.76383,-73.98947,Entire home/apt,160,45,17,2019-05-09,0.54,12,281,High (>180),2.8800000000000003,May,Thursday,$150-200,46656.00000000001
16362,"NYMT03-1 Luxury! 1 bedroom apt,Cozy,Gym,Rooftop 3",39890192,Laura,Manhattan,Hell's Kitchen,40.76399,-73.98971,Entire home/apt,160,45,16,2019-05-10,0.52,12,345,High (>180),2.7733333333333334,May,Friday,$150-200,44928.0
16363,Large Cozy Bedroom in Manhattan,102072740,Lindsay,Manhattan,Washington Heights,40.83837,-73.94224,Private room,75,1,2,2018-05-23,0.06,1,0,Low (<=180),0.15,May,Wednesday,$50-100,54.0
16364,Inviting One Bedroom Apt in Prospect Heights,61842904,Catherine,Brooklyn,Prospect Heights,40.67821,-73.96588,Entire home/apt,125,30,6,2019-01-31,0.23,3,55,Low (<=180),0.9583333333333334,January,Thursday,$100-150,10350.0
16365,Bedstuy Brooklyn Huge Bed Room with Two Windows,102075715,Juan Carlos,Brooklyn,Bedford-Stuyvesant,40.68541,-73.95224,Private room,80,1,1,2019-06-30,1.0,1,350,High (>180),2.6666666666666665,June,Sunday,$50-100,960.0
16366,Two BDRM Perfect CHTWN Manhattan!,101978485,Karline,Manhattan,Two Bridges,40.71165,-73.9993,Entire home/apt,125,1,59,2019-04-20,1.82,1,88,Low (<=180),7.583333333333333,April,Saturday,$100-150,2730.0
16367,Dream Room in Modern Apartment,102080453,Gabriela,Brooklyn,Bedford-Stuyvesant,40.694,-73.94675,Private room,54,1,166,2019-06-22,5.09,2,0,Low (<=180),9.161999999999999,June,Saturday,$50-100,3298.32
16368,1889 Brooklyn Firehouse Apt. Clinton Hill-BedStuy,45009,Luke,Brooklyn,Bedford-Stuyvesant,40.69395,-73.95934,Entire home/apt,170,2,149,2019-06-28,4.6,1,1,Low (<=180),26.066666666666663,June,Friday,$150-200,18767.999999999996
16369,Classic NYC House - Large 3-Bed 2-Bath Apartment,44498923,Alexandra,Queens,Sunnyside,40.74075,-73.92619,Entire home/apt,115,3,143,2019-06-23,4.43,1,3,Low (<=180),16.981666666666666,June,Sunday,$100-150,18340.199999999997
16370,Private Room in Bright Roomy 3br Brooklyn Apart.,59059294,Eric,Brooklyn,Kensington,40.6378,-73.9696,Private room,65,4,7,2019-05-27,0.22,1,0,Low (<=180),0.4766666666666667,May,Monday,$50-100,686.4000000000001
16371,Cozy easy village apartment in central location,1546439,Isabel,Manhattan,East Village,40.72868,-73.99036,Private room,50,4,1,2016-11-28,0.03,1,0,Low (<=180),0.05,November,Monday,<50,72.0
16372,"Sixth Ave Chelsea, 1bd Serviced Apartment*",22541573,Ken,Manhattan,Chelsea,40.74584,-73.99103,Entire home/apt,229,30,3,2019-03-08,0.12,87,364,High (>180),0.916,March,Friday,$200-300,9892.8
16373,"Spacious 2 BR Clinton Hill Apartment-Brooklyn, NY",102103075,Edna + Isaiah,Brooklyn,Crown Heights,40.67923,-73.96286,Entire home/apt,139,1,216,2019-06-30,6.64,1,257,High (>180),30.76533333333333,June,Sunday,$100-150,11075.519999999999
16374,Harrigan Luxury Townhouse Suite,102108786,Marie,Brooklyn,East New York,40.6724,-73.88839,Private room,300,3,8,2019-05-06,0.26,2,80,Low (<=180),2.6,May,Monday,$200-300,2808.0
16375,Entire Floor in Great Location & beautiful Garden,24360599,Iwona,Brooklyn,South Slope,40.66132,-73.98678,Entire home/apt,85,5,5,2019-01-03,0.16,1,0,Low (<=180),0.4533333333333333,January,Thursday,$50-100,816.0
16376,Huge room near Manhattan w/ balcony & free pickup!,83627325,Jared,Queens,Sunnyside,40.74481,-73.91671,Private room,139,1,3,2018-07-20,0.12,4,365,High (>180),0.556,July,Friday,$100-150,200.16
16377,"Cozy 1 Bedroom in Brooklyn, near park and shops",33626735,Maureen,Brooklyn,Crown Heights,40.67143,-73.92971,Entire home/apt,83,30,7,2019-01-06,0.22,1,311,High (>180),0.6086666666666667,January,Sunday,$50-100,6573.599999999999
16378,Beautiful Room in Modern Apartment,102080453,Gabriela,Brooklyn,Bedford-Stuyvesant,40.69413,-73.94481,Private room,49,1,153,2019-06-23,4.72,2,0,Low (<=180),7.709333333333333,June,Sunday,<50,2775.36
16379,Bright 1 bedroom apartment in the Village,7755859,Pierre,Manhattan,East Village,40.72891,-73.98797,Entire home/apt,120,6,46,2019-07-06,1.75,1,40,Low (<=180),7.0,July,Saturday,$100-150,15120.0
16380,"Subway, Subway, Subway - AAA+ Location!!!",101653570,The Wrights,Brooklyn,Williamsburg,40.70006,-73.95388,Private room,79,2,167,2019-06-14,5.14,3,21,Low (<=180),13.535333333333332,June,Friday,$50-100,9745.44
16381,Stay in a Private Room Close to Manhattan :),8076496,Agnes,Queens,Astoria,40.76982,-73.93501,Private room,60,4,6,2019-06-06,0.28,1,96,Low (<=180),0.56,June,Thursday,$50-100,806.4000000000001
16382,Private NYC spot,35667639,Chris,Manhattan,Stuyvesant Town,40.73167,-73.98146,Private room,175,1,6,2017-05-22,0.19,1,180,Low (<=180),1.1083333333333334,May,Monday,$150-200,399.0
16383,Bedroom available in Chic & Modern loft-like apt.,7607175,Rodney,Manhattan,Lower East Side,40.7208,-73.9819,Private room,75,5,1,2017-12-19,0.05,1,157,Low (<=180),0.125,December,Tuesday,$50-100,225.0
16384,Elegant spacious private room,20237633,Mike,Queens,Ridgewood,40.70639,-73.90058,Private room,50,2,13,2017-06-13,0.4,1,0,Low (<=180),0.6666666666666667,June,Tuesday,<50,480.0
16385,Large 1 Bedroom Three Blocks from Central Park,66823224,Nathan,Manhattan,Upper West Side,40.79386,-73.97223,Private room,80,1,111,2019-07-01,3.51,1,42,Low (<=180),9.36,July,Monday,$50-100,3369.5999999999995
16386,Lovely room,70963475,Ji,Manhattan,Upper West Side,40.80237,-73.96601,Private room,110,7,1,2017-01-05,0.03,1,87,Low (<=180),0.11,January,Thursday,$100-150,277.2
16387,Clean + Private Bedroom in NYC's Lower East Side,22195599,Christopher,Manhattan,East Village,40.72025,-73.97901,Private room,67,10,14,2018-07-04,0.49,1,7,Low (<=180),1.0943333333333332,July,Wednesday,$50-100,3939.6000000000004
16388,"Modern, Ambient 1-Bedroom Apartment",28189446,Michella,Staten Island,Eltingville,40.54106,-74.14666,Entire home/apt,70,5,83,2019-07-01,2.56,1,291,High (>180),5.973333333333333,July,Monday,$50-100,10752.0
16389,"Private, Comfortable and Big Room89",102218558,Luz Dary,Queens,Jackson Heights,40.75523,-73.88418,Private room,70,1,52,2018-07-22,1.61,1,0,Low (<=180),3.756666666666667,July,Sunday,$50-100,1352.4
16390,"Own Floor in Brooklyn Home, 20 min to Manhattan",58390804,Jen And Lev,Brooklyn,Flatbush,40.6459,-73.9642,Entire home/apt,153,3,64,2019-06-24,2.07,1,277,High (>180),10.556999999999999,June,Monday,$150-200,11401.559999999998
16391,Beautiful Duplex in Historic Park Slope Brownstone,102112347,Joanna,Brooklyn,Park Slope,40.67427,-73.97652,Entire home/apt,350,2,22,2018-10-21,0.69,1,21,Low (<=180),8.05,October,Sunday,$300-500,5795.999999999999
16392,Quiet Homestead,102228163,Cesar,Brooklyn,Carroll Gardens,40.67844,-74.00028,Entire home/apt,90,7,1,2018-05-12,0.07,3,50,Low (<=180),0.21000000000000002,May,Saturday,$50-100,529.2
16393,Spacious and peaceful apt in East Village,25495114,Guisela,Manhattan,East Village,40.73016,-73.98171,Entire home/apt,178,9,22,2018-03-22,0.71,1,0,Low (<=180),4.212666666666666,March,Thursday,$150-200,13649.039999999997
16394,Living excellence- deluxe 2 bedroom apt. in NYC!,30283594,Kara,Manhattan,Hell's Kitchen,40.76626,-73.98338,Entire home/apt,369,30,1,2018-01-21,0.06,121,345,High (>180),0.738,January,Sunday,$300-500,7970.4
16395,Master bedroom/20min Manhattan/individual bathroom,61601937,Yuxi,Queens,Woodside,40.74246,-73.90125,Private room,40,1,7,2017-05-27,0.23,1,0,Low (<=180),0.3066666666666667,May,Saturday,<50,110.4
16396,Boerum Hill Charming Studio,102251846,Masoud,Brooklyn,Boerum Hill,40.68898,-73.98751,Entire home/apt,160,2,127,2019-06-30,3.9,1,270,High (>180),20.8,June,Sunday,$150-200,14976.0
16397,Fantastic Master Bedroom,26020769,Ryan,Brooklyn,Prospect-Lefferts Gardens,40.65678,-73.95154,Private room,99,2,5,2019-03-24,0.16,1,364,High (>180),0.528,March,Sunday,$50-100,380.15999999999997
16398,PRIVATE ROOM CLOSE TO THE CITY AND JFK  AIRPORT.,100970583,Maria,Queens,Woodhaven,40.68819,-73.86079,Private room,45,4,22,2019-07-01,0.68,2,266,High (>180),1.02,July,Monday,<50,1468.8000000000002
16399,LADIES ONLY! Privacy in a shared space :),27260699,J,Brooklyn,Bushwick,40.69382,-73.90925,Shared room,28,1,117,2019-05-23,4.56,4,118,Low (<=180),4.256,May,Thursday,<50,1532.1599999999999
16400,Minimalistic 1 BR in little Italy/ China town,10146370,Sara,Manhattan,Chinatown,40.7152,-73.99947,Entire home/apt,159,6,39,2019-05-25,1.31,1,351,High (>180),6.943,May,Saturday,$150-200,14996.880000000001
16401,Luxury immaculate 2 BR apartment Prime Brooklyn,102357305,Kylie,Brooklyn,Gowanus,40.67876,-73.9904,Entire home/apt,250,5,40,2019-06-12,1.32,1,70,Low (<=180),11.000000000000002,June,Wednesday,$200-300,19800.0
16402,Cute Two Bed - East Village,11921184,Rachel,Manhattan,East Village,40.72461,-73.98172,Private room,85,2,37,2019-05-26,1.2,1,6,Low (<=180),3.4,May,Sunday,$50-100,2448.0
16403,Ground Floor apt with Backyard @Lower East Side,55149412,Ha,Manhattan,Lower East Side,40.71248,-73.98662,Entire home/apt,160,1,73,2019-06-16,2.38,4,229,High (>180),12.693333333333332,June,Sunday,$150-200,4569.599999999999
16404,Spacious & Cozy Bushwick Walk-up 3mins from Train,9439324,Chérie,Brooklyn,Bushwick,40.68844,-73.90531,Private room,49,1,74,2019-06-24,2.42,3,53,Low (<=180),3.9526666666666666,June,Monday,<50,1422.96
16405,Cozy Quiet Room in the Big Apple on Broadway!!!,102383709,Mark & Will,Manhattan,Harlem,40.82914,-73.94736,Private room,69,4,153,2019-07-01,4.74,2,125,Low (<=180),10.902,July,Monday,$50-100,15698.880000000001
16406,Massive Brooklyn Brick 2 Floor Oasis,5568352,Austin,Brooklyn,Fort Greene,40.68718,-73.97289,Entire home/apt,200,2,2,2019-07-03,2.0,1,15,Low (<=180),13.333333333333334,July,Wednesday,$150-200,9600.0
16407,Private room in Red Hook Artist House,9549442,Lynn,Brooklyn,Red Hook,40.67749,-74.00761,Private room,62,5,6,2018-11-01,0.19,1,0,Low (<=180),0.39266666666666666,November,Thursday,$50-100,706.8
16408,Modern brand new apartment in NYC!,34506361,Haley,Manhattan,Murray Hill,40.74686,-73.97514,Entire home/apt,400,1,17,2019-06-08,0.54,2,364,High (>180),7.200000000000001,June,Saturday,$300-500,2592.0
16409,Sunny and spacious  1-bedroom in Brooklyn,18192430,Jamie,Brooklyn,Fort Greene,40.6967,-73.97477,Private room,80,1,53,2018-06-01,2.15,1,0,Low (<=180),5.733333333333333,June,Friday,$50-100,2064.0
16410,"Beautiful Garden Townhouse Apt, Close to Parks.",37433861,Matthew,Queens,Kew Gardens Hills,40.72712,-73.8308,Entire home/apt,105,3,4,2018-03-18,0.12,1,1,Low (<=180),0.42,March,Sunday,$100-150,453.59999999999997
16411,Sweet two bedroom in Crown Heights Bk,41191579,Maura,Brooklyn,Crown Heights,40.67034,-73.93902,Entire home/apt,87,1,9,2019-01-21,0.3,3,0,Low (<=180),0.87,January,Monday,$50-100,313.2
16412,Charming 2BR--20 min to Manhattan,30593595,Dorion,Brooklyn,Bushwick,40.68442,-73.9083,Entire home/apt,99,3,126,2019-07-03,3.93,1,46,Low (<=180),12.969000000000001,July,Wednesday,$50-100,14006.52
16413,Apartment with backyard in East Williamsburg,102415020,Guillermo,Brooklyn,Williamsburg,40.70653,-73.93864,Entire home/apt,109,4,91,2019-06-22,3.31,1,212,High (>180),12.026333333333334,June,Saturday,$100-150,17317.920000000002
16414,Manhattan low price UWS Columbia big cozy bedroom,70403406,Tiffany,Manhattan,Upper West Side,40.80258,-73.9676,Private room,75,2,8,2017-08-04,0.26,1,0,Low (<=180),0.65,August,Friday,$50-100,468.0
16415,"Beautiful & centrally located, big 1 bedroom apt.",13454974,Michelle,Manhattan,Midtown,40.74665,-73.98042,Entire home/apt,175,2,11,2018-12-07,0.6,1,88,Low (<=180),3.5,December,Friday,$150-200,2520.0
16416,Luxury NYC 1 Bed w/Gorgeous Views + Pool,102478101,Robert,Manhattan,Hell's Kitchen,40.75968,-73.99797,Entire home/apt,289,2,4,2017-01-02,0.13,1,0,Low (<=180),1.2523333333333333,January,Monday,$200-300,901.6800000000001
16417,Williamsburg 2 BR Apartment! 1 stop to Manhattan,6119933,Caroline & Georg,Brooklyn,Williamsburg,40.70944,-73.96161,Entire home/apt,209,2,23,2019-06-08,0.72,2,11,Low (<=180),5.016,June,Saturday,$200-300,3611.5199999999995
16418,*OH SO ZEN*~ Chill Bushwick Yoga Spot!!,102488175,Tim,Brooklyn,Bushwick,40.69748,-73.92588,Entire home/apt,75,2,84,2019-06-23,2.61,1,322,High (>180),6.5249999999999995,June,Sunday,$50-100,4698.0
16419,"Single Bed  room in townhouse, near subway",102482048,Susy,Brooklyn,Bushwick,40.68224,-73.90739,Private room,35,2,106,2019-06-24,3.26,4,349,High (>180),3.8033333333333332,June,Monday,<50,2738.3999999999996
16420,Upper East Side Gem Best Location,61391963,Corporate Housing,Manhattan,Upper East Side,40.77789,-73.95473,Entire home/apt,117,30,1,2019-05-30,0.75,91,311,High (>180),2.9250000000000003,May,Thursday,$100-150,31590.0
16421,SleepEasyNY: PRIVATE SUITE | 5 STOPS TO MANHATTAN,102500495,Giedre & Andre,Brooklyn,East Flatbush,40.66048,-73.93335,Entire home/apt,80,1,127,2019-07-06,6.54,1,7,Low (<=180),17.44,July,Saturday,$50-100,6278.400000000001
16422,1BR apartment with a spectacular view!,18143446,Courtney,Manhattan,Hell's Kitchen,40.7659,-73.98371,Entire home/apt,250,15,1,2019-04-14,0.35,1,52,Low (<=180),2.9166666666666665,April,Sunday,$200-300,15750.0
16423,1.5 BATHRM SUNNY SPACIOUS ROOM BY SUBWAY,4110869,Golden&Mavy,Manhattan,Harlem,40.82284,-73.95546,Private room,50,30,4,2019-06-15,0.14,2,365,High (>180),0.23333333333333336,June,Saturday,<50,2520.0000000000005
16424,Big bright room in fantastic location,10398617,Nathan,Brooklyn,Williamsburg,40.7121,-73.95892,Private room,70,2,19,2019-04-24,0.6,1,19,Low (<=180),1.4000000000000001,April,Wednesday,$50-100,1008.0
16425,Modern Light Filled 1 Bedroom in East Williamsburg,11727149,Silvana,Brooklyn,Williamsburg,40.70687,-73.9425,Entire home/apt,150,3,19,2018-03-26,0.59,1,0,Low (<=180),2.9499999999999997,March,Monday,$100-150,3186.0
16426,Financial District(FIDI) Studio,102518726,Nina,Manhattan,Financial District,40.70959,-74.00646,Entire home/apt,145,3,2,2017-01-03,0.06,1,0,Low (<=180),0.29,January,Tuesday,$100-150,313.2
16427,Fashion Designer Studio - Entire Apartment,18351549,Calixto,Manhattan,West Village,40.73428,-73.99969,Entire home/apt,221,30,3,2019-01-02,0.13,1,0,Low (<=180),0.9576666666666667,January,Wednesday,$200-300,10342.8
16428,Huge Brooklyn Backyard Studio w/ King size bed,102526456,Sira,Brooklyn,Bedford-Stuyvesant,40.68858,-73.92212,Entire home/apt,142,1,122,2019-06-30,3.8,1,80,Low (<=180),17.986666666666665,June,Sunday,$100-150,6475.200000000001
16429,Delightful studio apartment.,102526590,Edward,Staten Island,Castleton Corners,40.62063,-74.13001,Entire home/apt,65,2,52,2019-06-30,1.95,1,40,Low (<=180),4.2250000000000005,June,Sunday,$50-100,3042.0
16430,Charming 1BD Astoria Penthouse,100781220,Allison,Queens,Astoria,40.75732,-73.92019,Entire home/apt,110,2,67,2019-06-24,2.13,1,191,High (>180),7.81,June,Monday,$100-150,5623.2
16431,Sunny bedroom in Alphabet City,7455706,Amanda,Manhattan,East Village,40.72117,-73.97839,Private room,80,6,10,2019-06-09,0.31,2,7,Low (<=180),0.8266666666666667,June,Sunday,$50-100,1785.6000000000001
16432,"Double bed, Modern Skylight Room Near Train",102482048,Susy,Brooklyn,Bushwick,40.68315,-73.90908,Private room,35,2,44,2019-03-10,1.41,4,325,High (>180),1.645,March,Sunday,<50,1184.3999999999999
16433,Kid- (and Adult-) Friendly Uptown 2-Bedroom,99602138,Yolanda,Manhattan,Washington Heights,40.8349,-73.94829,Entire home/apt,150,3,36,2019-01-01,1.13,1,5,Low (<=180),5.6499999999999995,January,Tuesday,$100-150,6101.999999999999
16434,Gorgeous luxury place Williamsburg,8439929,Ducrot,Brooklyn,Williamsburg,40.7158,-73.94259,Entire home/apt,150,1,17,2019-07-07,0.6,1,102,Low (<=180),3.0,July,Sunday,$100-150,1080.0
16435,Cozy room in the heart of Park Slope.,18240752,Vadzim,Brooklyn,Park Slope,40.67538,-73.98117,Private room,47,2,7,2017-05-01,0.26,1,0,Low (<=180),0.4073333333333333,May,Monday,<50,293.28000000000003
16436,FLUSHING APT!! BEST DEAL IN NYC!!!,102624893,Kevin,Queens,Flushing,40.75957,-73.82206,Entire home/apt,85,1,68,2017-12-24,2.13,1,0,Low (<=180),6.034999999999999,December,Sunday,$50-100,2172.6
16437,"Cozy Apt steps to Park, Subway, Restaurants, Bars",4702833,Tanya,Brooklyn,Windsor Terrace,40.65815,-73.98172,Entire home/apt,100,2,87,2019-06-06,2.78,1,77,Low (<=180),9.266666666666666,June,Thursday,$50-100,6672.0
16438,Room in Queens Close to Train Station!,98697139,Oscar,Queens,Corona,40.7507,-73.85774,Private room,40,1,43,2019-06-08,1.37,2,59,Low (<=180),1.8266666666666667,June,Saturday,<50,657.6
16439,"Sunny, 1 Bedroom in Bedstuy, Brooklyn",14566486,Daisy,Brooklyn,Bedford-Stuyvesant,40.68434,-73.95399,Entire home/apt,85,7,1,2016-11-07,0.03,1,0,Low (<=180),0.085,November,Monday,$50-100,214.2
16440,Cozy bedroom apt near to LGA airport. Free Parking,76536839,Tashi,Queens,Jackson Heights,40.75082,-73.89447,Entire home/apt,99,2,171,2019-06-23,5.3,2,1,Low (<=180),17.49,June,Sunday,$50-100,12592.8
16441,Beautiful Renovated Apartment NYC.,21444167,Rony,Bronx,Kingsbridge,40.88297,-73.90727,Entire home/apt,105,3,54,2019-06-24,1.68,2,278,High (>180),5.88,June,Monday,$100-150,6350.4
16442,Affordable Private Spacious Room in Brooklyn,46382885,Peter,Brooklyn,East Flatbush,40.66011,-73.93202,Private room,33,2,119,2019-06-18,3.69,1,277,High (>180),4.059,June,Tuesday,<50,2922.48
16443,Artsy charming room in Bushwick !,11297371,Maria,Brooklyn,Bushwick,40.69889,-73.92937,Private room,50,2,72,2019-06-03,2.35,2,293,High (>180),3.916666666666667,June,Monday,<50,2820.0
16444,"Stunning 1 Br, West Village Luxury w/ great views",48815188,Kevin,Manhattan,Greenwich Village,40.73317,-73.99813,Entire home/apt,295,365,15,2018-04-24,0.49,1,0,Low (<=180),4.8183333333333325,April,Tuesday,$200-300,633129.0
16445,Private and Cozy Bedroom in Williamsburg,89759874,Pauline,Brooklyn,Williamsburg,40.70688,-73.96745,Private room,72,1,154,2019-07-06,4.79,1,215,High (>180),11.496,July,Saturday,$50-100,4138.5599999999995
16446,Stylish & Peaceful Retreat in LES Dream Location!,102731382,Davis & Coco,Manhattan,Chinatown,40.71454,-73.99271,Entire home/apt,300,7,58,2019-06-16,1.79,1,36,Low (<=180),17.9,June,Sunday,$200-300,45108.0
16447,Great Brooklyn location next to subway and cafes,1939376,Audrey,Brooklyn,Clinton Hill,40.68866,-73.96147,Private room,48,20,24,2019-05-01,0.78,1,304,High (>180),1.2480000000000002,May,Wednesday,<50,8985.6
16448,Cozy room in the heart of Astoria,40503875,Hebert,Queens,Astoria,40.75927,-73.9092,Private room,55,1,94,2019-04-16,2.91,2,0,Low (<=180),5.335,April,Tuesday,$50-100,1920.6000000000001
16449,Private & comfortable room near Prospect Park,5192686,Shani & Emily,Brooklyn,Prospect-Lefferts Gardens,40.65783,-73.9563,Private room,100,2,90,2019-06-23,2.95,2,0,Low (<=180),9.833333333333334,June,Sunday,$50-100,7080.0
16450,Charming Fort Greene Apartment,3948843,Aubrey,Brooklyn,Fort Greene,40.69012,-73.97252,Entire home/apt,180,2,5,2019-04-14,0.16,1,18,Low (<=180),0.96,April,Sunday,$150-200,691.2
16451,Cozy 3BR apartment on Quiet Block,102754726,Paula,Brooklyn,Bedford-Stuyvesant,40.68562,-73.94042,Entire home/apt,300,2,34,2019-06-03,1.11,1,180,Low (<=180),11.100000000000001,June,Monday,$200-300,7992.000000000002
16452,5 Star Luxury 2 BR Suite Heart of Manhattan,26556695,Alyssa,Manhattan,Midtown,40.7611,-73.97412,Entire home/apt,2000,2,3,2019-05-31,0.38,6,364,High (>180),25.333333333333332,May,Friday,1000+,18240.0
16453,5 Star Luxury Suite Heart of Manhattan,26556695,Alyssa,Manhattan,Midtown,40.76042,-73.97345,Entire home/apt,1020,1,12,2019-05-22,0.39,6,365,High (>180),13.260000000000002,May,Wednesday,1000+,4773.6
16454,A Nice Place to Stay in Bed Stuy,58118452,Baron,Brooklyn,Bedford-Stuyvesant,40.68898,-73.94756,Private room,53,1,59,2018-03-02,1.9,1,188,High (>180),3.356666666666666,March,Friday,$50-100,1208.3999999999999
16455,"Entire Flat in Crown Heights, Near Subway",1583461,Ben,Brooklyn,Crown Heights,40.66958,-73.95081,Entire home/apt,160,5,1,2017-09-03,0.04,1,290,High (>180),0.21333333333333332,September,Sunday,$150-200,384.0
16456,Cozy Private Room close to Central Park/Met Museum,100842144,Francis,Manhattan,Upper East Side,40.77502,-73.95536,Private room,143,2,8,2018-12-05,0.26,1,365,High (>180),1.2393333333333332,December,Wednesday,$100-150,892.3199999999999
